title,visits,pI,year,month
AUTOHIFI-MAGAZIN,22.886,4.165,2009,11
Automobil Industrie,25.395,21.763,2009,11
autoplenum.de,3.632,301.982,2009,11
Autozeitung.de,266.960,35.022,2009,11
Auvito.de,34.422,30.068,2009,11
awa-dav.de Aktueller Wirtschaftsdienst für...,4.354,185.335,2009,11
B2B DEUTSCHLAND,160.647,24.688,2009,11
babyclub.de,74.772.659,70.732.444,2009,11
Backnanger Kreiszeitung Online,4.040.215,63.197,2009,11
Baden Online,44.786,18.411,2009,11
Badische Zeitung Online,2.382.427,2.145.536,2009,11
badpoolsauna.de,236.891,41.983.701,2009,11
Bauforum24,40.946.730,1.036.971,2009,11
BAULINKS.de,611.591,526.031,2009,11
BauNetz,85.560,1.517.418,2009,11
Bayerischer Fußball-Verband,1.293.515,223.903,2009,11
bayern.by,4.247.657,3.514.695,2009,11
Bayreuth.de,732.962,279.587,2009,11
BB RADIO Internet,261.154,18.433,2009,11
bb-live,190.822,147.388,2009,11
bbv-net.de,43.434,409.157,2009,11
Bellevue,269.836,139.321,2009,11
beLocal,5.600.799,1.550.078,2009,11
beQueen,4.050.721,213.489,2009,11
Bergsteiger,119.984,93.505,2009,11
Berlin-Ticket.de,181.176,137.929,2009,11
Berlin.de,43.247,2.334.782,2009,11
Berliner Morgenpost,2.162.304,172.478,2009,11
Berliner Rundfunk.de,2.661.943,1.916.703,2009,11
BerlinOnline,745.240,247.383,2009,11
Beschaffungsdienst GaLaBau,187.228,60.155,2009,11
beyars.com,98.352,63.407,2009,11
BIETIGHEIMER ZEITUNG,34.945,2.496.532,2009,11
bigFM,1.797.109,699.423,2009,11
Bild der Frau,4.942.537,3.588.878,2009,11
Bild.de,1.353.659,58.065,2009,11
billiger.de - Deutschlands großer Preisvergleich,38.322,19.743,2009,11
BiLLiGFLUG.de,120.938,102.160,2009,11
Blechnet,18.778,732.922,2009,11
Blog.de,479.810,253.112,2009,11
blonde.de *,23.086,17.284,2009,11
bluray-disc.de,5.802,190.634,2009,11
Börse Frankfurt,119.595,71.039,2009,11
boerse-online.de,1.692.719,1.405.391,2009,11
boerse.de,287.328,568.033,2009,11
boersenblatt.net,402.172,165.861,2009,11
BonGusto,2.958.702,2.333.570,2009,11
boote-magazin.de,625.132,1.732,2009,11
Borkener Zeitung,1.166,566,2009,11
Borussia Dortmund,57.280,51.339,2009,11
brainGuide - Das Expertenportal der Wirtschaft,5.941,420.308,2009,11
BRAVO.de,365.290,55.018,2009,11
Bremer,39.251,35.032,2009,11
Brigitte.de,4.219,186.569,2009,11
Bucher Reisen,160.440,26.129,2009,11
buchhandel.de,1.815.910,1.592.654,2009,11
Buffed,223.256,2.617,2009,11
bundesliga.de - Die offizielle Webseite,1.878,739,2009,11
Bunte.de,144.932,98.396,2009,11
burdafashion.com,46.536,916.492,2009,11
Busfahrer Magazin,669.051,247.441,2009,11
business-wissen.de,934.549,586.304,2009,11
Buycentral,348.245,2.551.867,2009,11
BZ-Berlin,2.486.492,65.375,2009,11
capital.de,90.708,58.424,2009,11
carmondo,32.284,74.008,2009,11
Cartoon Network,59.972,14.036,2009,11
CDstarts.de,54.596,46.179,2009,11
Celebrity,8.417,45.725,2009,11
ChannelPartner,41.887,3.838,2009,11
Chatcity,300.726,261.510,2009,11
Chatfun,39.216,45.754,2009,11
Chatworld,34.289,11.465,2009,11
Chefkoch.de,338.540,286.112,2009,11
Chiemgau Online,52.428,246.494,2009,11
Chili Echo *,210.321,36.173,2009,11
CHIP Fotowelt,27.652,19.753,2009,11
CHIP Online,7.899,19.979,2009,11
ciao.com,16.792,3.187,2009,11
Cicero online,6.522.655,5.880.068,2009,11
Cinefacts,642.587,3.022.329,2009,11
CINEMA Online,2.689.608,332.721,2009,11
CinemaxX.de,68.376,56.481,2009,11
CINEPLEX,11.895,2.937.678,2009,11
cinestar,2.611.157,326.521,2009,11
CIO,6.162,4.488,2009,11
citysports.de,1.674,143.807,2009,11
Classic Driver,98.397,45.410,2009,11
clever-tanken,69.387,60.297,2009,11
Clipfish.de,9.090,752.966,2009,11
COLORFOTO,720.194,32.772,2009,11
comedycentral.de,498.201,431.885,2009,11
competitionline -  Wettbewerbe  und Architektur,66.316,117.210.129,2009,11
Computer Reseller News,102.399.975,14.810.154,2009,11
computer-automation.de,6.650.706,6.432.711,2009,11
ComputerBase,217.995,212.459,2009,11
COMPUTERBILD.de,172.269,40.190,2009,11
Computerwoche Online,22.114,12.046,2009,11
Connect,10.068,4.049.661,2009,11
Controlling-Portal.de,3.287.302,762.359,2009,11
Coolespiele.com,---,---,2009,11
coolibri,---,1.194.778,2009,11
Cortal Consors S.A.,1.058.821,135.957,2009,11
Cosmopolitan,1.626.390,1.257.867,2009,11
cosmoty.de,368.523,1.603.471,2009,11
Curado,1.413.152,190.319,2009,11
Cuxhavener Nachrichten,1.956.072,1.744.691,2009,11
Cynamite ? Games Aktuell,211.381,214.678,2009,11
DAILY DOSE,176.332,38.346,2009,11
DAS HAUS online,330.844,274.929,2009,11
DAS INVESTMENT,55.915,23.581,2009,11
Das Örtliche,18.431,5.150,2009,11
Das Sportportal,177.066,162.231,2009,11
Das Telefonbuch,14.835,3.394.871,2009,11
Das Vierte,3.205.535,189.336,2009,11
daskochrezept.de,226.700,155.595,2009,11
DatingCafe,71.105,1.892.346,2009,11
DAZ.online Deutsche Apotheker Zeitung,1.569.673,322.673,2009,11
debitel *,6.870,5.274,2009,11
decido,1.596,4.282.562,2009,11
Deine Tierwelt / dhd24.com,3.684.287,598.275,2009,11
Deister Leine Zeitung.de,56.516,48.950,2009,11
Delmenhorster Kreisblatt (dk-online.de),7.566,919.074,2009,11
delta radio,649.091,269.983,2009,11
DER AKTIONÄR,10.975.793,9.515.561,2009,11
Der Allgemeinarzt Online,1.460.232,8.152.417,2009,11
Der Betrieb Online,7.146.286,1.006.131,2009,11
der Freitag,4.771.727,3.908.197,2009,11
Der Patriot online,863.530,1.296.710,2009,11
DerWesten,237.951,1.058.759,2009,11
Detail - Zeitschrift für Architektur + Baudetail,5.365,4.124,2009,11
Deutsche Reiterliche Vereinigung e.V.,1.241,215.162,2009,11
Deutscher Alpenverein e.V.,180.638,34.524,2009,11
Deutsches Ärzteblatt - online,299.003,261.541,2009,11
DEWEZET.de,37.462,1.587.749,2009,11
Diabetes News Portal,1.426.336,161.413,2009,11
diabetes-world.net,477.000,436.064,2009,11
Die Glocke,40.936,161.295,2009,11
Digital.World,130.287,31.008,2009,11
digitalkamera.de,320.011,245.414,2009,11
discountflieger.de,74.597,165.902,2009,11
dmax,122.755,43.147,2009,11
DocCheck,15.161,11.864,2009,11
donaukurier.de,3.297,755.939,2009,11
Dortmund Airport,497.277,258.662,2009,11
Dresdner Kulturmagazin,356.626,324.834,2009,11
druck-medien.net,31.792,50.314,2009,11
Druckerchannel.de,46.285,4.029,2009,11
DSF.de,140.954,128.599,2009,11
DStGB,12.355,16.840.653,2009,11
DU&ICH,14.584.575,2.256.078,2009,11
Dülmener Zeitung,85.435,71.439,2009,11
DVD.de,13.996,---,2009,11
DVZ.de - Deutsche Logistik-Zeitung,---,---,2009,11
e-commerce-magazin.de,383.640,315.980,2009,11
earthtv.com,67.660,60.674.564,2009,11
Echo Online,52.724.287,7.950.277,2009,11
edelight,18.205.632,15.705.100,2009,11
Edgar,2.500.532,163.816,2009,11
eGovernment Computing.de,129.420,34.396,2009,11
Einzelhandel.de,1.672.500,1.459.259,2009,11
"electrobeans - Der Gadget, Computer und Technik...",213.241,1.375.445,2009,11
Elektroniknet,1.199.041,176.404,2009,11
Elektronikpraxis.de,2.553.373,2.493.731,2009,11
Elektrotechnik.de,59.642,2.155.202,2009,11
ELLE,2.082.494,72.708,2009,11
Eltern.de,2.994.832,2.905.021,2009,11
ENERGY Sachsen,89.811,502.141,2009,11
enimal.de,410.579,91.562,2009,11
eraffe.de,290.155,275.317,2009,11
erdbeerlounge.de,14.838,318.237,2009,11
erento,92.467,225.770,2009,11
ESL.EU (Electronic Sports League),853.415,818.471,2009,11
essen-und-trinken.de,34.944,6.930.193,2009,11
Evita Shopping,6.071.737,858.456,2009,11
Expedia,196.607,151.014,2009,11
Express Online,45.593,84.750,2009,11
Eßlinger Zeitung online,72.381,12.369,2009,11
Fahrschule Online,520.668,406.673,2009,11
Falk,113.995,437.412,2009,11
familie.de,274.561,162.851,2009,11
Familotel,53.256,24.902,2009,11
Fan-lexikon.de,28.354,9.700.859,2009,11
Fantastic Zero,8.426.355,1.274.504,2009,11
FASHION.DE,24.223.829,21.985.465,2009,11
FAZ.NET,2.238.364,1.223.658,2009,11
Feierabend.de,1.032.251,191.407,2009,11
fem,792.059,701.251,2009,11
ferien.de,90.808,202.108,2009,11
FeWo-direkt.de,155.792,46.316,2009,11
Fidor AG Gemeinsam mehr Geld,4.409.436,3.444.614,2009,11
Film.de,964.822,79.600,2009,11
Filmreporter.de,69.957,9.643,2009,11
Filmstarts.de,4.448.474,3.433.998,2009,11
Financial Times Deutschland,1.014.476,403.232,2009,11
FINANZ BETRIEB,343.667,59.565,2009,11
finanzen.net - Das Finanzportal,983.102,809.558,2009,11
FinanzNachrichten.de,173.544,218.621,2009,11
finanztreff.de,176.189,42.432,2009,11
FIRMENWISSEN,115.096,100.295,2009,11
fischkopf.de - Die Singlebörse für den Norden,14.801,1.043.558,2009,11
FIT FOR FUN Online,839.016,204.542,2009,11
Fit-Schön-Gesund,178.551,148.947,2009,11
Fleischwirtschaft.de,29.604,258.213,2009,11
Flickr.de,220.831,37.382,2009,11
fliegen-sparen.de,89.604,73.658,2009,11
fliegen.com,15.946,17.343.260,2009,11
Fluege.de,16.720.598,622.662,2009,11
Flüssiggas-Magazin,16.753,12.604,2009,11
flug.de,4.149,19.166.404,2009,11
Flughafen Düsseldorf,18.124.757,1.041.647,2009,11
Flugrevue & aerokurier,86.228,69.677,2009,11
FNweb,16.551,3.008.225,2009,11
FOCUS ONLINE,2.574.640,433.585,2009,11
foerderland - Wissen für Gründer und Unternehmer,1.732.031,1.682.441,2009,11
forium.de,49.590,78.017,2009,11
Formel 1,70.800,7.217,2009,11
Forum-fuer-Senioren.de,---,---,2009,11
fotocommunity,---,443.734,2009,11
Frankenpost online,405.685,38.049,2009,11
Frankfurter Rundschau online,7.761.551,7.002.192,2009,11
Frauenzimmer,759.359,20.832,2009,11
freedombmx.de *,17.960,2.872,2009,11
freenet.de *,94.299,84.641,2009,11
Freie Presse Online,9.658,238.296,2009,11
Freies Wort-Online,216.597,21.699,2009,11
Freizeitfreunde,883.827,748.462,2009,11
freundin online,135.365,3.115,2009,11
Für Sie,2.321,794,2009,11
Fuldaer Zeitung,53.351,38.689,2009,11
funkschau.de,14.662,274.520,2009,11
funsporting.de *,241.007,33.513,2009,11
Fussballdaten,97.181,86.052,2009,11
fvw.de,11.129,7.069.544,2009,11
Gäubote - Die Herrenberger Zeitung,6.671.009,398.535,2009,11
Gala.de,415.637,248.267,2009,11
Game One,167.370,177.590,2009,11
GamePRO,160.934,16.656,2009,11
Gamesdynamite,160.494,129.211,2009,11
GameStar,31.283,939.400,2009,11
Gameswelt,696.307,243.093,2009,11
gamezone.de,168.608,156.457,2009,11
Gamona,12.151,82.541,2009,11
ganz-muenchen.de,65.636,16.905,2009,11
Gastronomie Report Online,11.308,8.637,2009,11
GBI-Genios Deutsche Wirtschaftsdatenbank,2.671,224.203,2009,11
GEA online,211.838,12.365,2009,11
Gefahrgut Online,375.376,266.733,2009,11
GelbeSeiten,108.643,1.122.440,2009,11
Geld.de,915.113,207.327,2009,11
geldsparen.de,22.611,17.908,2009,11
General-Anzeiger Online,4.703,881.497,2009,11
General-Anzeiger-Rhauderfehn,734.374,147.123,2009,11
GEO.de,1.675.553,1.112.388,2009,11
gesundheit-heute.de Gesundheitsportal,563.165,529.950,2009,11
gesundheit.de,489.271,40.679,2009,11
Gewinnspiele.com,163.826,133.725,2009,11
Gießener Allgemeine,30.101,12.724,2009,11
Gießener Anzeiger / Zeitungsgruppe Zentralhessen,11.550,1.174,2009,11
GIG Online,77.838,50.256,2009,11
GIGA - Digital Entertainment and Gaming TV,27.582,332.484,2009,11
Girlsgogames,288.684,43.800,2009,11
GLAM,584.989,488.175,2009,11
GLAMOUR.de,96.814,22.126,2009,11
Gmünder Tagespost,18.993,3.133,2009,11
GMX *,9.817,8.210,2009,11
godelta.de meier - das Stadtmagazin,1.607,65.245,2009,11
Göttinger Tageblatt,61.188,4.057,2009,11
goFeminin,195.000,168.613,2009,11
Golem.de,26.387,106.805,2009,11
Golf.de - das Internetportal für den Golfsport,87.051,19.754,2009,11
golfpunk.de *,8.633,5.603,2009,11
goslarsche.de,3.030,480.437,2009,11
GoYellow,204.596,275.841,2009,11
GPSies.com,524.914,486.875,2009,11
GQ.com,38.039,2.387.999,2009,11
guenstiger.de,2.065.459,322.540,2009,11
gutefrage.net,110.381,93.324,2009,11
Guter Rat.de,17.057,13.480,2009,11
GW trends Online,7.867,5.613,2009,11
Häfft-Community,31.519,25.714,2009,11
Haller Tagblatt online,5.805,86.738,2009,11
hamburg.de,68.684,18.054,2009,11
Hamburger Abendblatt Online,390.489,205.721,2009,11
Hamburger Morgenpost Online,184.768,305.895,2009,11
Hamburger Sport-Verein,179.630,126.265,2009,11
handball-world.com *,59.331,35.557,2009,11
Handelsblatt.com,23.774,310.386,2009,11
handy.de,243.448,66.938,2009,11
Hannover 96,2.453.137,2.192.831,2009,11
Hannoversche Allgemeine Zeitung,260.306,87.507,2009,11
HAO - der Onlinedienst des Hellweger Anzeigers...,80.131,7.376,2009,11
Harburger Anzeigen und Nachrichten,166.249,149.458,2009,11
harmony.fm,16.791,1.292.414,2009,11
Harvard Business Manager,932.278,360.136,2009,11
Hausarbeiten.de,1.423.503,1.239.856,2009,11
HaustechnikDialog,183.647,854.724,2009,11
HAZOnline,588.366,266.358,2009,11
Heidenheimer Zeitung online,8.957.703,4.340.580,2009,11
Heilbronner Stimme online,4.617.123,1.192.435,2009,11
Heinze,1.033.860,158.575,2009,11
heise online,165.193,156.052,2009,11
Hersfelder Zeitung Online,9.141,4.995.931,2009,11
Hertha BSC,4.138.415,857.516,2009,11
hiphop.de,6.217.593,5.787.403,2009,11
Hit Radio Antenne,430.190,179.629,2009,11
HIT RADIO FFH,153.427,26.202,2009,11
Hit Radio Vest,15.142,12.384,2009,11
Hit-Radio Antenne1,2.758,4.407.441,2009,11
Hitflip.de,4.155.116,252.325,2009,11
Hitradio Ohr,713.615,575.001,2009,11
hitradio.rt1 network,138.614,68.071,2009,11
HNA online,52.072,15.999,2009,11
HOBNOX,557.217,449.828,2009,11
hochzeit.de,107.389,20.111.831,2009,11
holidaycheck,17.469.154,2.642.677,2009,11
Hood.de Online-Auktionen,591.275,544.941,2009,11
HORIZONT.NET,46.334,19.821.505,2009,11
Hotelreservierung.de,16.227.289,3.594.216,2009,11
howrse.de,603.305,546.458,2009,11
I LOVE RADIO - ILOVERADIO.de,56.847,7.777.092,2009,11
idea.de,6.562.463,1.214.629,2009,11
Idowa Online,138.175,128.710,2009,11
IKZ - Fachportal für die SHK-Branche,9.465,1.424.256,2009,11
imedo.de *,1.224.724,199.532,2009,11
impulse.de,9.254,7.131,2009,11
In München,2.123,486.855,2009,11
in-starmagazin.de,404.882,81.973,2009,11
Industrystock,273.198,220.246,2009,11
InformationWeek,52.952,3.146.428,2009,11
"inFranken - Portal von Fränkischer Tag,...",2.727.232,419.196,2009,11
INNdependent Media,8.494.310,7.009.282,2009,11
innovations-report,1.485.028,6.974,2009,11
inside-digital.de,5.006,1.968,2009,11
inside-handy.de,8.255.590,6.851.621,2009,11
inside-hotel.de,1.403.969,3.442.823,2009,11
Internetcologne,2.708.143,734.680,2009,11
internetworld.de,4.839.859,4.152.131,2009,11
Intro.de *,687.728,1.506.085,2009,11
IT-Business.de,1.273.147,232.938,2009,11
IT-Times.de,1.453.248,1.434.706,2009,11
IVZ-Online,18.542,556.645,2009,11
JAM FM,473.443,83.202,2009,11
janolaw.de,6.526.097,5.605.573,2009,11
jazzradio,920.524,15.915,2009,11
Jetztspielen.de,10.312,5.603,2009,11
Jobanova,8.152.252,7.471.328,2009,11
Jobmorgen,680.924,41.758,2009,11
Jolie.de,34.272,7.486,2009,11
Joy,78.216,62.789,2009,11
JurPC,15.427,2.363.455,2009,11
JUSLINE-DE,2.008.265,355.190,2009,11
just2guide,1.310,962,2009,11
JUX.de,348,674.388,2009,11
k-zeitung.de,545.974,128.414,2009,11
ka-news.de,505.511,428.718,2009,11
kabeleins online,76.793,125.296,2009,11
kalaydo.de - das regionale Findernet,79.432,45.864,2009,11
karriere,86.642,76.076,2009,11
Kfz-Auskunft,10.566,25.794.395,2009,11
kfz-betrieb,22.642.022,3.152.373,2009,11
kicker online,457.974,413.263,2009,11
Kidszone,44.711,610.009,2009,11
kinder.de - Familienportal,550.941,59.068,2009,11
KinderCampus,693.638,563.073,2009,11
King.com,130.565,264.799,2009,11
KINO.DE,225.049,39.750,2009,11
KISS FM,6.746.633,4.949.542,2009,11
klarmobil *,1.797.091,348.734,2009,11
Klassik Radio,319.908,28.826,2009,11
Klenkes Online,3.058.289,2.709.826,2009,11
KN-Online,348.463,1.335.135,2009,11
Knuddels.de,1.185.815,149.320,2009,11
Kochbar,---,---,2009,11
Kochmeister.com,---,---,2009,11
Kochrezepte,---,---,2009,11
Koeln.de,667.718,628.644,2009,11
Kölner,39.074,260.300,2009,11
Kölner Stadt-Anzeiger Online,244.361,15.939,2009,11
Kölnische Rundschau,390.511,339.065,2009,11
Konstruktionspraxis.de,51.446,741.258,2009,11
Kontakter,617.588,123.670,2009,11
Kredit.de,116.259,101.395,2009,11
Kreiszeitung Online,14.864,326.022,2009,11
kress.de,304.685,21.337,2009,11
ku-gesundheitsmanagement.de,60.528,36.693,2009,11
kuechengoetter.de,23.835,---,2009,11
Küchenplaner-Magazin,---,---,2009,11
Kunststoffe.de,800.022,683.059,2009,11
KunststoffWeb,116.963,217.751,2009,11
kununu.com,149.508,68.243,2009,11
KWICK! Community,38.846,35.093,2009,11
L-MAG,3.753,2.744.598,2009,11
Laborpraxis,2.164.950,579.648,2009,11
Ladies.de,1.176.647,1.032.521,2009,11
Landes-Zeitung.de,144.126,1.154.394,2009,11
LandesWelle Thüringen,984.803,169.591,2009,11
landlive.de,219.695,122.186,2009,11
Last FM,97.509,5.999.104,2009,11
laut.de - der musikkanal,5.162.651,836.453,2009,11
Leben & erziehen,2.249.214,1.903.818,2009,11
LECKER.de,345.396,1.102.978,2009,11
Liborius,958.801,144.177,2009,11
LifeGen.de,2.940.104,2.476.603,2009,11
Lifeline-Gesundheitsberater,463.501,292.563,2009,11
LifePR.de,241.616,50.947,2009,11
Lift Online,24.959,14.912,2009,11
Linux-Magazin,10.047,708.043,2009,11
Lissy-Online,585.259,122.784,2009,11
Living at home,123.426,101.946,2009,11
LizzyNet,21.480,15.331,2009,11
LN-online,9.598,5.733,2009,11
Localido,8.936.820,8.464.746,2009,11
LOGISTIK HEUTE,472.074,822.324,2009,11
Lokalisten,793.349,28.975,2009,11
Looki *,228.839,218.460,2009,11
Lottaleben.net,10.379,1.457.332,2009,11
LR-Online,1.347.096,110.236,2009,11
LTUR Last Minute Online,62.928,59.657,2009,11
Ludwigsburger Kreiszeitung,3.271,1.343.558,2009,11
Lust auf Genuß,1.060.483,283.075,2009,11
LVZ-Online,250.881,217.089,2009,11
LZ-Online (Lippische Landes-Zeitung),33.792,834.520,2009,11
LZ|NET,702.523,131.997,2009,11
MACup,415.750,350.501,2009,11
Macwelt,65.249,145.838,2009,11
Maedchen.de,123.540,22.298,2009,11
Märkische Oderzeitung Online,289.520,256.713,2009,11
MaerkischeAllgemeine.de,32.807,3.420,2009,11
magnus.de,3.125,295,2009,11
Main-Netz,1.193.837,1.061.120,2009,11
mainpost.de,132.717,1.088.966,2009,11
mamilade.de,887.899,201.067,2009,11
Mamiweb.de - Das Netzwerk für Mütter und die es...,19.690.177,5.213.628,2009,11
manager magazin online,14.476.549,1.045.697,2009,11
managerseminare.de,874.038,171.659,2009,11
Map24,77.001,63.918,2009,11
Mapquest,13.083,---,2009,11
Marburger & Gießener Magazin Express Online,---,---,2009,11
Marco Polo,45.314,38.993,2009,11
marketing-BÖRSE,6.321,207.298,2009,11
markt.de,194.582,12.716,2009,11
Maxdome,10.428.543,8.865.067,2009,11
mediabiz.de,1.563.476,7.285.379,2009,11
medical-tribune.de/arztbereich,6.169.668,1.115.711,2009,11
medical-tribune.de/patienten,668.960,618.900,2009,11
mediengestalter.info,50.060,---,2009,11
Medienhandbuch.de,---,---,2009,11
Medienhaus Bauer / Recklinghäuser Zeitung,182.252,159.702,2009,11
Medienhaus Lensing,22.550,3.095.659,2009,11
Medinfo - Metagesundheitsportal,2.918.577,177.082,2009,11
medizin-online - Medizin im Internet,184.031,85.992,2009,11
Meedia.de,98.039,491.635,2009,11
Mein schöner Garten Online,388.142,103.493,2009,11
Meine Gesundheit Online,7.989.856,7.506.482,2009,11
meinestadt.de,483.374,26.175.085,2009,11
Meininger Tageblatt,23.067.790,3.107.295,2009,11
meinVZ,156.087,143.885,2009,11
MensHealth.de,12.202,20.631,2009,11
MERIAN.de,13.551,7.080,2009,11
Merkur-Online,112.037,95.187,2009,11
Mister Wong,16.850,52.351,2009,11
mitfahrgelegenheit.de,43.794,8.557,2009,11
Mittelbayerische Zeitung,2.718.506,2.497.290,2009,11
MittelstandsWiki,221.216,6.487.875,2009,11
MM Maschinenmarkt Online,5.459.565,1.028.310,2009,11
mobilcom *,1.861.996,1.714.077,2009,11
Mobile Stadt,147.919,1.693.714,2009,11
mobile.de Der Automarkt,1.565.438,128.276,2009,11
moebel.de,---,---,2009,11
Möbelkultur,---,9.855.695,2009,11
moneyspecial,8.426.176,1.429.519,2009,11
Morgenweb,144.637,126.169,2009,11
Morningstar,18.468,757.724,2009,11
Motor Klassik,696.196,61.528,2009,11
Motor Sport Aktuell,1.021.295,947.074,2009,11
Motor-Talk,74.221,63.357,2009,11
Motor.de,57.036,6.321,2009,11
Motorrad-Online,33.757,29.495,2009,11
Motorsport-Magazin.com (ehemals adrivo.com) *,4.262,54.034,2009,11
Motorsport-Total.com -...,43.449,10.585,2009,11
motoso.de,278.487,218.633,2009,11
motoxmag.de *,59.854,2.312.329,2009,11
MovieGod.de,1.974.115,338.214,2009,11
MovieMaze.de,616.178,446.030,2009,11
mp3.de,170.148,5.056,2009,11
MSN,4.551,505,2009,11
mt-online (Mindener Tageblatt),104.740,86.084,2009,11
mtbrider.de *,18.656,837.873,2009,11
mtv.de,789.748,48.125,2009,11
Mühlacker Tagblatt,519.462,386.092,2009,11
Münsterländische Volkszeitung Rheine,133.370,27.702.827,2009,11
musicline.de - Die ganze Musik im Internet,23.746.072,3.956.755,2009,11
MusicMonster - Die 100% MP3-Flatrate,61.544,52.718,2009,11
my-artist.net,8.826,633.757,2009,11
My-Hammer.de,569.250,64.507,2009,11
MyMiki,1.158.419,1.023.063,2009,11
myself.de,135.356,417.028,2009,11
MySpace,397.168,19.860,2009,11
MyVideo,1.205.462,1.112.500,2009,11
mz-web.de,92.962,32.292,2009,11
N-Land.de - das regionale Online-Portal für das...,27.514,4.778,2009,11
n-tv.de,251.426,200.419,2009,11
N24 Online,51.007,485.892,2009,11
naturkost.de,391.619,94.273,2009,11
Naumburger Tageblatt,92.543,81.584,2009,11
NE-WS 89.4,10.959,98.319,2009,11
neckermann-reisen.de,87.140,11.179,2009,11
NEON,1.381.934,1.322.133,2009,11
NetDoktor.de,59.801,344.565,2009,11
Netlog,34.867,309.698,2009,11
NetMediaEurope.de,15.918,13.934,2009,11
NetMoms,1.984,7.096.201,2009,11
Network Computing,5.897.148,1.199.053,2009,11
netzathleten.de - Das interaktive Sportmagazin,4.284.030,3.839.512,2009,11
netzeitung.de,444.518,919.477,2009,11
netzwelt.de - IT-Magazin,703.099,216.378,2009,11
Neue Deister Zeitung.de,1.116.689,972.103,2009,11
Neue OZ online,144.586,1.755.994,2009,11
